date,rate,volume,cap,liquidity
2022-05-09 20:00:00,0.6238314403695254,1272218656,20003942524,39611924
2022-05-09 21:00:00,0.6392500614974717,1368024939,20498360072,37411709
2022-05-09 22:00:00,0.6396101110871764,1398507043,20509905516,39890901
2022-05-09 23:00:00,0.6373024692584405,1405547125,20435908068,45421448
2022-05-10 00:00:00,0.6091804811091561,1374169699,19534141023,37797150
2022-05-10 01:00:00,0.6176398137158028,1508717244,19805400201,25900587
2022-05-10 02:00:00,0.6377358918010508,1646711468,20449806309,41515754
2022-05-10 03:00:00,0.6364575699279369,1660324960,20408815305,44621934
2022-05-10 04:00:00,0.6257405943948774,1535968968,20065161958,40675948
2022-05-10 05:00:00,0.6356893494978604,1583809184,20384181347,35303194
2022-05-10 06:00:00,0.6688782878163788,1748788459,21448426545,47644227
2022-05-10 07:00:00,0.6862273461530799,1827053029,22004745998,44428863
2022-05-10 08:00:00,0.674818107692937,1813833504,21638894366,52263390
2022-05-10 09:00:00,0.6823605885748864,1862637048,21880753536,54149101
2022-05-10 10:00:00,0.6713380411763414,1844654934,21527301641,49908887
2022-05-10 11:00:00,0.6757345889064347,1804892008,21668282493,48692907
2022-05-10 12:00:00,0.6799564155533699,1792064985,21803660693,51074910
2022-05-10 13:00:00,0.6895845430588593,1819092543,22112398754,48918469
2022-05-10 14:00:00,0.6854959507830274,1798081097,21981292883,47876777
2022-05-10 15:00:00,0.6631855254672635,1741132606,21265880935,44473210
2022-05-10 16:00:00,0.6661579861310318,1748953547,21361196638,46724720
2022-05-10 17:00:00,0.6605343583149297,1696620492,21180867914,43533306
2022-05-10 18:00:00,0.6730738640421604,1648602704,21582962992,48663115
2022-05-10 19:00:00,0.6682710852979745,1579260070,21428955830,49617371
2022-05-10 20:00:00,0.653629529352164,1491092746,20959455858,47924408
2022-05-10 21:00:00,0.643415856166577,1410124455,20631941536,46485376
2022-05-10 22:00:00,0.6113234837053737,1362995733,19602859107,43322115
2022-05-10 23:00:00,0.6262104949743565,1408121157,20080229913,45878227
2022-05-11 00:00:00,0.6294884654638688,1399450127,20185342174,47151620
2022-05-11 01:00:00,0.632695665021257,1312118320,20288185076,45293371
2022-05-11 02:00:00,0.6175342278045276,1221051044,19802014455,54476636
2022-05-11 03:00:00,0.6335981800817361,1211682444,20317125361,53384615
2022-05-11 04:00:00,0.6295793281595694,1171950673,20188255801,56426929
2022-05-11 05:00:00,0.622527991952073,1136806769,19962145806,53126421
2022-05-11 06:00:00,0.6273234013018234,1128802098,20115916659,54688284
2022-05-11 07:00:00,0.6065659238737505,1067693825,19450301946,46523667
2022-05-11 08:00:00,0.6057374662934897,1051023104,19423736408,44596705
2022-05-11 09:00:00,0.630980833573757,1094234062,20233196841,43283755
2022-05-11 10:00:00,0.6485583927076786,1143437693,20796843461,47215428
2022-05-11 11:00:00,0.6447827035247994,1143070027,20675771222,46460941
2022-05-11 12:00:00,0.6239670136338318,1125893015,20008289852,46322216
2022-05-11 13:00:00,0.5577500199327481,1090812601,17884958371,27672249
2022-05-11 14:00:00,0.5970631860274901,1330102461,19145584662,29128821
2022-05-11 15:00:00,0.6036204048503485,1451762882,19355850160,30664657
2022-05-11 16:00:00,0.5746731917248312,1395818608,18427621235,36655786
2022-05-11 17:00:00,0.5580495715177405,1381355256,17894563871,32668922
2022-05-11 18:00:00,0.554552547589192,1431385464,17782427385,33690674
2022-05-11 19:00:00,0.5486090794713193,1449128350,17591842578,34977743
2022-05-11 20:00:00,0.5271579878925785,1440210286,16903986251,39339654
2022-05-11 21:00:00,0.5088049626717989,1437881026,16315473333,28088229
2022-05-11 22:00:00,0.5057378906784624,1514145857,16217123798,20230430
2022-05-11 23:00:00,0.5192068058643906,1599897821,16649021564,25473081
2022-05-12 00:00:00,0.5128560075088074,1585434579,16445375198,28560090
2022-05-12 01:00:00,0.5367999182987977,1688969537,17213166919,21351220
2022-05-12 02:00:00,0.5174534495287506,1647307523,16592797980,26289721
2022-05-12 03:00:00,0.4912005648353651,1595218581,15750966096,26236018
2022-05-12 04:00:00,0.44510144063515594,1548500112,14272739493,21532889
2022-05-12 05:00:00,0.43522828011855197,1612268645,13956144139,22448522
2022-05-12 06:00:00,0.40987987335248416,1598740383,13143315482,19517802
2022-05-12 07:00:00,0.42085007342161823,1713910619,13495088794,24615169
2022-05-12 08:00:00,0.4538380876442962,1945447226,14552891107,18415420
2022-05-12 09:00:00,0.437951104187829,1906467244,14043454930,21201656
2022-05-12 10:00:00,0.43693402115388347,1901352055,14010840879,22267763
2022-05-12 11:00:00,0.4666585252575053,2056772155,14963994620,23933361
2022-05-12 12:00:00,0.46180533436394783,2060170098,14808370929,23912127
2022-05-12 13:00:00,0.4642731709247859,2004996188,14887505223,22184472
2022-05-12 14:00:00,0.45965715175540206,1880700831,14739486742,22253504
2022-05-12 15:00:00,0.4791748394592571,1930368587,15365346033,23463647
2022-05-12 16:00:00,0.48188935976792074,1964380046,15452390553,33531096
2022-05-12 17:00:00,0.5125448680304456,2088919897,16435398118,29424899
2022-05-12 18:00:00,0.49446909887682644,1988139133,15855775765,29144234
2022-05-12 19:00:00,0.4759934648225684,1911420378,15263331240,34134261
2022-05-12 20:00:00,0.48711432652171405,1929270834,15619935707,34887112
2022-05-12 21:00:00,0.4807961643325593,1854358017,15417335862,32280512
2022-05-12 22:00:00,0.4602162323284015,1715629317,14757414366,31874486
2022-05-12 23:00:00,0.46123631219818734,1668320804,14790124515,32930949
2022-05-13 00:00:00,0.47495394067180113,1706644618,15229997586,34151114
2022-05-13 01:00:00,0.4947369524383166,1748676575,15864364828,30659687
2022-05-13 02:00:00,0.4994254826013708,1762885453,16014708465,31963518
2022-05-13 03:00:00,0.5248972702960143,1844681694,16831493488,29157943
2022-05-13 04:00:00,0.5480478177007916,1892596923,17573845011,29003121
2022-05-13 05:00:00,0.5445117225199769,1778200932,17460455655,32536151
2022-05-13 06:00:00,0.572957875246908,1808924286,18372617447,31919906
2022-05-13 07:00:00,0.5893126641637094,1778630060,18897054396,37899885
2022-05-13 08:00:00,0.5674867836226865,1588977702,18197179988,38270838
2022-05-13 09:00:00,0.5776004185550512,1571444447,18521486458,35528129
2022-05-13 10:00:00,0.578234141454783,1538459260,18541807582,35511186
2022-05-13 11:00:00,0.5807471359125381,1489178278,18622389922,34192019
2022-05-13 12:00:00,0.5871748054476776,1458882777,18828501258,32180465
2022-05-13 13:00:00,0.5785602132587323,1397524462,18552263486,39568414
2022-05-13 14:00:00,0.5779736076964985,1367918508,18533453239,38540461
2022-05-13 15:00:00,0.577899113872304,1343047212,18531064500,40335420
2022-05-13 16:00:00,0.5710458932694059,1293387903,18311307332,39570812
2022-05-13 17:00:00,0.5574279796997819,1243417095,17874631745,34410027
2022-05-13 18:00:00,0.551280601310306,1210207661,17677508297,33849425
2022-05-13 19:00:00,0.5568141236627352,1205704501,17854947676,30000195
2022-05-13 20:00:00,0.5529118278854516,1196388896,17729815637,36673729
2022-05-13 21:00:00,0.5470593091376019,1177824578,17542147236,40284494
2022-05-13 22:00:00,0.5556390554986533,1173258901,17817267632,51639778
2022-05-13 23:00:00,0.5398716994995593,1133985165,17311667461,46653530
2022-05-14 00:00:00,0.528998764434287,1117076293,16963013074,42858950
2022-05-14 01:00:00,0.5376435688431405,1120019674,17240219639,45334417
2022-05-14 02:00:00,0.5521961141062799,1124523950,17706865371,41573698
2022-05-14 03:00:00,0.542973129214868,1069024848,17411118719,43697551
2022-05-14 04:00:00,0.5451300749828365,1008529186,17480283908,43982138
2022-05-14 05:00:00,0.5303669811857462,960230170,17006886671,43644283
2022-05-14 06:00:00,0.5346393595581459,889375632,17143885876,43251224
2022-05-14 07:00:00,0.5376541399171019,849898119,17240558614,44788739
2022-05-14 08:00:00,0.5324065737053846,792722305,17072288780,47375533
2022-05-14 09:00:00,0.5336933683236493,771896826,17113551473,43464649
2022-05-14 10:00:00,0.5250379386057776,746525748,16836004195,44615227
2022-05-14 11:00:00,0.5091217851407742,731914055,16325632645,50319847
2022-05-14 12:00:00,0.5105378249146362,748570087,16371039748,49068403
2022-05-14 13:00:00,0.5061839106912922,727320588,16231425993,49242925
2022-05-14 14:00:00,0.4942211797584317,699780866,15847825926,45452520
